brand,region,sales
Nissan,South Africa,992
GMC,America,742
Chrysler,Ireland,807
Ram,Poland,660
Ford,South Africa,734
Hyundai,America,865
Nissan,Ireland,653
Cadillac,Poland,544
Hummer,South Africa,888
Mazda,America,826
Ford,Ireland,904
Chevrolet,Poland,509
GMC,South Africa,642
Nissan,America,898
Infiniti,Ireland,955
Land Rover,Poland,898
Dodge,South Africa,619
Hyundai,America,684
Chevrolet,Ireland,972
Ford,Poland,592
Ford,South Africa,911
BMW,America,611
Cadillac,Ireland,750
Hyundai,Poland,976
GMC,South Africa,943
Honda,America,903
GMC,Ireland,630
Cadillac,Poland,612
Toyota,South Africa,791
Acura,America,633
Saab,Ireland,524
Mercedes-Benz,Poland,650
Cadillac,South Africa,852
Volkswagen,America,626
Chevrolet,Ireland,849
Nissan,Poland,936
GMC,South Africa,675
Isuzu,India,731
Audi,Australia,584
Mitsubishi,Srilanka,886
Subaru,India,754
Aston Martin,Australia,719
Toyota,Srilanka,824
Chevrolet,India,729
Nissan,Australia,616
BMW,Srilanka,885
MINI,India,865
Bentley,Australia,842
Nissan,Srilanka,694
Mercedes-Benz,India,968
Honda,Australia,715
Toyota,Srilanka,652
Mercedes-Benz,India,562
Chevrolet,Australia,787
Mitsubishi,Srilanka,551
Oldsmobile,India,568
Mercedes-Benz,Australia,527
Honda,Srilanka,844
Acura,India,947
Mitsubishi,South Africa,679
Chevrolet,America,574
BMW,Ireland,898
Buick,Poland,839
Volkswagen,South Africa,676
Chrysler,America,946
Mitsubishi,Ireland,700
Dodge,Poland,803
Chevrolet,South Africa,844
Mercedes-Benz,America,778
Jeep,Ireland,666
GMC,Poland,712
Suzuki,South Africa,981
BMW,America,762
Acura,Ireland,706
Lotus,Poland,505
GMC,South Africa,691
BMW,America,618
Chrysler,Ireland,962
Toyota,Poland,847
Toyota,South Africa,766
Ford,America,807
Mazda,Ireland,573
Ford,Poland,745
Mercedes-Benz,South Africa,570
Mercedes-Benz,America,961
Lexus,Ireland,739
Cadillac,Poland,842
Dodge,South Africa,919
Subaru,America,729
Dodge,Ireland,966
Chevrolet,Poland,779
Honda,South Africa,677
Ford,America,604
Lexus,Ireland,810
Mitsubishi,Poland,972
Kia,South Africa,901
Toyota,America,701
Cadillac,Ireland,794
Lexus,Poland,867
Geo,South Africa,920
Dodge,America,889
Mitsubishi,Ireland,820
Chevrolet,Poland,693
Volvo,South Africa,1000
Buick,America,680
GMC,Ireland,743
Nissan,Poland,930
Merkur,South Africa,862
Mazda,India,764
Suzuki,Australia,821
Buick,Srilanka,642
Suzuki,India,543
Chrysler,Australia,707
Mercedes-Benz,Srilanka,695
Audi,India,749
Hyundai,Australia,604
Ford,Srilanka,619
Mercury,India,650
Lexus,Australia,779
Ford,Srilanka,876
Lexus,India,521
Mazda,Australia,629
Lamborghini,Srilanka,698
Oldsmobile,India,841
Acura,Australia,567
Ford,Srilanka,943
Mazda,India,973
Cadillac,Australia,537
Volkswagen,Srilanka,869
Lexus,India,817
Chevrolet,South Africa,543
Chevrolet,America,749
Dodge,Ireland,616
Hyundai,Poland,650
Toyota,South Africa,994
Mercedes-Benz,America,892
Ford,Ireland,535
Daewoo,Poland,634
Panoz,South Africa,652
Hyundai,America,851
Mercedes-Benz,Ireland,563
Chevrolet,Poland,805
Mercury,South Africa,665
Cadillac,America,711
Volkswagen,Ireland,865
Hyundai,Poland,556
Hyundai,South Africa,668
Ford,America,632
BMW,Ireland,587
BMW,Poland,939
Maserati,South Africa,685
Chevrolet,America,744
Austin,Ireland,744
GMC,Poland,585
Rolls-Royce,South Africa,928
Dodge,America,860
GMC,Ireland,836
Mazda,Poland,697
Volvo,South Africa,561
Dodge,America,883
Toyota,Ireland,789
Dodge,Poland,520
BMW,South Africa,777
Chrysler,America,980
Mazda,Ireland,984
Suzuki,Poland,579
Acura,South Africa,983
Honda,America,543
Isuzu,Ireland,743
Plymouth,Poland,604
Mazda,South Africa,743
Mercury,America,883
GMC,Ireland,560
Subaru,Poland,990
Dodge,South Africa,803
Corbin,America,693
Chevrolet,Ireland,801
Mazda,Poland,761
Suzuki,South Africa,798
Hyundai,India,954
Mercury,Australia,761
Infiniti,Srilanka,672
Nissan,India,746
Audi,Australia,809
Jaguar,Srilanka,869
Lamborghini,India,909
Ford,Australia,548
Chevrolet,Srilanka,721
Dodge,India,623
Honda,Australia,842
Ford,Srilanka,822
Chevrolet,India,747
Volvo,Australia,774
Buick,Srilanka,651
Mitsubishi,India,585
Volkswagen,Australia,955
Land Rover,Srilanka,689
Mercury,India,605
BMW,Australia,569
Honda,Srilanka,605
Suzuki,India,954
Mazda,South Africa,603
Audi,America,877
Chevrolet,Ireland,868
Oldsmobile,Poland,952
Subaru,South Africa,691
Ford,America,891
Lexus,Ireland,529
Dodge,Poland,603
Mercedes-Benz,South Africa,861
BMW,America,625
Honda,Ireland,805
Land Rover,Poland,575
Mazda,South Africa,733
Volvo,America,715
Buick,Ireland,979
Jaguar,Poland,581
Lincoln,South Africa,597
Mercedes-Benz,America,587
Isuzu,Ireland,597
Mitsubishi,Poland,861
Pontiac,South Africa,627
Suzuki,America,718
Toyota,Ireland,759
Chevrolet,Poland,506
Chevrolet,South Africa,798
Lexus,America,943
Lexus,Ireland,795
Dodge,Poland,944
Oldsmobile,South Africa,742
Chevrolet,America,509
Audi,Ireland,521
Mitsubishi,Poland,999
Audi,South Africa,892
GMC,America,911
Chevrolet,Ireland,937
Chevrolet,Poland,858
Lexus,South Africa,735
Buick,America,885
Audi,Ireland,520
GMC,Poland,697
Dodge,South Africa,986
Rambler,America,677
Ford,Ireland,538
Mercedes-Benz,Poland,675
Ford,South Africa,824
Ford,America,793
Dodge,Ireland,544
BMW,Poland,688
Honda,South Africa,633
Chrysler,India,683
Mazda,Australia,559
BMW,Srilanka,970
Toyota,India,942
Chevrolet,Australia,897
Ford,Srilanka,776
GMC,India,745
Pontiac,Australia,747
Mercury,Srilanka,632
Lotus,India,964
Eagle,Australia,836
Pontiac,Srilanka,734
Mazda,India,833
Mitsubishi,Australia,539
Volkswagen,Srilanka,564
Lotus,India,999
Nissan,Australia,758
Chevrolet,Srilanka,826
Buick,India,711
Pontiac,Australia,864
Chevrolet,Srilanka,988
Volkswagen,India,985
Infiniti,South Africa,616
Land Rover,America,505
Cadillac,Ireland,994
Cadillac,Poland,871
Mazda,South Africa,614
Volkswagen,America,568
Dodge,Ireland,783
Mazda,Poland,891
Audi,South Africa,715
Mazda,America,717
Maybach,Ireland,997
BMW,Poland,884
Toyota,South Africa,659
Mitsubishi,America,666
Chevrolet,Ireland,519
Mitsubishi,Poland,557
Mazda,South Africa,531
BMW,America,721
Ford,Ireland,608
Mercedes-Benz,Poland,948
Lexus,South Africa,842
BMW,America,597
Suzuki,Ireland,973
Jeep,Poland,501
Mercury,South Africa,541
Dodge,America,764
Mazda,Ireland,552
Lexus,Poland,785
Chevrolet,South Africa,957
Lotus,America,887
Citroën,Ireland,785
Mercury,Poland,897
Volkswagen,South Africa,780
Dodge,America,622
Audi,Ireland,512
Volkswagen,Poland,803
Ford,South Africa,616
Ford,America,948
Toyota,Ireland,814
Land Rover,Poland,803
Lexus,South Africa,567
Dodge,America,615
GMC,Ireland,728
Jaguar,Poland,506
Dodge,South Africa,744
Pontiac,America,788
Lexus,Ireland,511
Jaguar,Poland,604
Land Rover,South Africa,721
Pontiac,India,864
Mercedes-Benz,Australia,703
Pontiac,Srilanka,594
Suzuki,India,899
Audi,Australia,584
Ford,Srilanka,887
Audi,India,675
Infiniti,Australia,861
Honda,Srilanka,710
Chevrolet,India,658
Pontiac,Australia,848
Lincoln,Srilanka,754
Nissan,India,772
Cadillac,Australia,1187
Mercury,Srilanka,1125
Lincoln,India,1486
Buick,Australia,1227
Acura,Srilanka,1437
Hyundai,India,1354
Lincoln,Australia,1015
Suzuki,Srilanka,1374
Maybach,India,1121
Lincoln,South Africa,1335
Honda,America,1189
Chevrolet,Ireland,1279
Ford,Poland,1467
Ford,South Africa,1360
Audi,America,1289
Dodge,Ireland,1489
Honda,Poland,1452
Mercedes-Benz,South Africa,1111
Chevrolet,America,1224
Volkswagen,Ireland,1057
GMC,Poland,1107
Chrysler,South Africa,1076
Suzuki,America,1263
Pontiac,Ireland,1176
Chevrolet,Poland,1077
Ford,South Africa,1173
Pontiac,America,1366
Chevrolet,Ireland,1017
BMW,Poland,1290
Mitsubishi,South Africa,1118
Mercedes-Benz,America,1363
Jeep,Ireland,1489
Mitsubishi,Poland,1214
Mazda,South Africa,1411
Volkswagen,America,1133
Ford,Ireland,1474
Toyota,Poland,1248
Ford,South Africa,1286
Chrysler,America,1194
BMW,Ireland,1356
BMW,Poland,1101
Maserati,South Africa,1279
Chevrolet,America,1133
Kia,Ireland,1316
Chrysler,Poland,1474
Mazda,South Africa,1123
Ferrari,America,1019
Mercury,Ireland,1107
Audi,Poland,1209
Hyundai,South Africa,1343
GMC,America,1172
Ford,Ireland,1112
Hyundai,Poland,1151
Mitsubishi,South Africa,1071
Saturn,America,1131
Honda,Ireland,1486
GMC,Poland,1358
Oldsmobile,South Africa,1262
Ford,India,1121
GMC,Australia,1156
Jeep,Srilanka,1437
Ford,India,1152
Lotus,Australia,1177
Rolls-Royce,Srilanka,1478
Toyota,India,1455
Dodge,Australia,1143
Suzuki,Srilanka,1221
Buick,India,1041
Dodge,Australia,1130
Dodge,Srilanka,1455
Mitsubishi,India,1138
Toyota,Australia,1260
Chrysler,Srilanka,1248
Suzuki,India,1470
Infiniti,Australia,1296
Nissan,Srilanka,1354
Kia,India,1480
BMW,Australia,1492
Mercedes-Benz,Srilanka,1409
Mercedes-Benz,India,1315
Pontiac,South Africa,1249
Isuzu,America,1176
Mercedes-Benz,Ireland,1332
Mitsubishi,Poland,1020
Chevrolet,South Africa,1329
Dodge,America,1036
Audi,Ireland,1465
Dodge,Poland,1391
Maybach,South Africa,1188
Mercury,America,1326
Land Rover,Ireland,1292
Isuzu,Poland,1472
Hyundai,South Africa,1131
Cadillac,America,1272
Dodge,Ireland,1348
Ford,Poland,1261
Mitsubishi,South Africa,1075
Ford,America,1167
Hyundai,Ireland,1179
Audi,Poland,1357
Kia,South Africa,1176
Mercedes-Benz,America,1056
Honda,Ireland,1152
Ford,Poland,1410
Nissan,South Africa,1043
Infiniti,America,1368
Scion,Ireland,1437
Buick,Poland,1422
Jeep,South Africa,1407
Ford,America,1316
Toyota,Ireland,1328
Volkswagen,Poland,1403
Oldsmobile,South Africa,1360
Mitsubishi,America,1014
GMC,Ireland,1088
Ford,Poland,1446
Chevrolet,South Africa,1291
Aston Martin,America,1398
Dodge,Ireland,1313
BMW,Poland,1078
Toyota,South Africa,1124
Mazda,America,1254
GMC,Ireland,1434
Buick,Poland,1450
Volvo,South Africa,1292
Acura,America,1495
Mercedes-Benz,Ireland,1387
MINI,Poland,1458
Volkswagen,South Africa,1249
Toyota,India,1084
Ford,Australia,1300
Porsche,Srilanka,1173
Chevrolet,India,1013
Ford,Australia,1024
Honda,Srilanka,1278
Jaguar,India,1455
Audi,Australia,1054
Acura,Srilanka,1276
Isuzu,India,1286
Oldsmobile,Australia,1245
Mazda,Srilanka,1461
Pontiac,India,1111
Suzuki,Australia,1442
Saab,Srilanka,1160
Daewoo,India,1392
Mazda,Australia,1036
Mazda,Srilanka,1148
Toyota,India,1139
Mitsubishi,Australia,1463
Chevrolet,Srilanka,1110
Mercedes-Benz,India,1448
Lamborghini,South Africa,1353
Volkswagen,America,1480
Chevrolet,Ireland,1417
Kia,Poland,1137
Mazda,South Africa,1018
Chevrolet,America,1263
Plymouth,Ireland,1421
Subaru,Poland,1276
Infiniti,South Africa,1371
Chevrolet,America,1494
Ford,Ireland,1402
Mitsubishi,Poland,1016
Mitsubishi,South Africa,1363
Porsche,America,1306
Jeep,Ireland,1312
Mercury,Poland,1265
Mitsubishi,South Africa,1356
Porsche,America,1093
Toyota,Ireland,1482
GMC,Poland,1416
BMW,South Africa,1104
BMW,America,1037
Chrysler,Ireland,1012
Dodge,Poland,1409
GMC,South Africa,1209
Maserati,America,1429
Mercedes-Benz,Ireland,1452
GMC,Poland,1029
Pontiac,South Africa,1181
Nissan,America,1041
GMC,Ireland,1316
Porsche,Poland,1327
Infiniti,South Africa,1119
Suzuki,America,1366
Infiniti,Ireland,1397
Volvo,Poland,1320
Dodge,South Africa,1238
Chevrolet,America,1047
Mazda,Ireland,1478
Dodge,Poland,1015
Toyota,South Africa,1142
BMW,America,1084
Chevrolet,Ireland,1327
Jeep,Poland,1378
Volkswagen,South Africa,1497
Buick,America,1467
Chevrolet,Ireland,1309
Infiniti,Poland,1110
BMW,South Africa,1266
Maserati,India,1332
Toyota,Australia,1033
Ford,Srilanka,1083
Mitsubishi,India,1072
Ram,Australia,1363
Land Rover,Srilanka,1252
Mazda,India,1447
Toyota,Australia,1280
Pontiac,Srilanka,1414
Buick,India,1280
Lexus,Australia,1227
GMC,Srilanka,1451
Dodge,India,1167
Mercedes-Benz,Australia,1016
GMC,Srilanka,1363
Dodge,India,1295
Chevrolet,Australia,1266
Infiniti,Srilanka,1287
Mazda,India,1496
Volkswagen,Australia,1204
Buick,Srilanka,1335
Mercedes-Benz,India,1393
Toyota,South Africa,1455
Plymouth,America,1447
Maserati,Ireland,1015
Land Rover,Poland,1195
Pontiac,South Africa,1307
Subaru,America,1153
Chevrolet,Ireland,1039
Chrysler,Poland,1182
GMC,South Africa,1418
Toyota,America,1407
Lexus,Ireland,1474
Mercury,Poland,1400
Ford,South Africa,1058
Acura,America,1384
Toyota,Ireland,1144
Kia,Poland,1164
Mitsubishi,South Africa,1103
Acura,America,1208
Mercedes-Benz,Ireland,1464
Plymouth,Poland,1312
Cadillac,South Africa,1100
BMW,America,1285
Saab,Ireland,1116
Ford,Poland,1165
Honda,South Africa,1375
Honda,America,1356
Mercedes-Benz,Ireland,1289
Mercedes-Benz,Poland,1316
Chevrolet,South Africa,1391
Buick,America,1257
Chevrolet,Ireland,1340
Mazda,Poland,1102
Toyota,South Africa,1425
Volvo,America,1110
Infiniti,Ireland,1466
Plymouth,Poland,1397
Chevrolet,South Africa,1148
Chevrolet,America,1441
Infiniti,Ireland,1098
Jaguar,Poland,1463
Chevrolet,South Africa,1279
Toyota,America,1060
Mercury,Ireland,1294
Ford,Poland,1043
Toyota,South Africa,1330
Nissan,America,1095
Ford,Ireland,1406
GMC,Poland,1105
Lincoln,South Africa,1242
Lincoln,India,1480
Plymouth,Australia,1137
Cadillac,Srilanka,1360
Rolls-Royce,India,1184
Honda,Australia,1414
Volvo,Srilanka,1445
Hyundai,India,1049
Acura,Australia,1111
Land Rover,Srilanka,1447
Cadillac,India,1085
Infiniti,Australia,1363
Suzuki,Srilanka,1335
Chrysler,India,1175
Saab,Australia,1249
BMW,Srilanka,1156
Ford,India,1338
Toyota,Australia,1237
Land Rover,Srilanka,1251
Subaru,India,1449
Lincoln,Australia,1082
Mitsubishi,Srilanka,1201
Pontiac,India,1055
Alfa Romeo,South Africa,1385
Ford,America,1345
Mitsubishi,Ireland,1043
Volkswagen,Poland,1148
Lamborghini,South Africa,1168
Subaru,America,1023
Buick,Ireland,1213
Isuzu,Poland,1280
Toyota,South Africa,1263
Lexus,America,1394
Hyundai,Ireland,1292
Ford,Poland,1374
Ford,South Africa,1035
Mitsubishi,America,1067
Lexus,Ireland,1159
Toyota,Poland,1490
Chevrolet,South Africa,1298
Pontiac,America,1114
Ford,Ireland,1337
Toyota,Poland,1273
Chevrolet,South Africa,1116
Volvo,America,1305
Buick,Ireland,1040
Hyundai,Poland,1087
Lexus,South Africa,1325
Oldsmobile,America,1175
Porsche,Ireland,1369
Acura,Poland,1217
Infiniti,South Africa,1410
Acura,America,1103
Cadillac,Ireland,1380
Lincoln,Poland,1379
Toyota,South Africa,1180
Kia,America,1091
Jeep,Ireland,1120
Ford,Poland,1279
Oldsmobile,South Africa,1100
Acura,America,1493
BMW,Ireland,1069
Pontiac,Poland,1258
Ford,South Africa,1244
Ford,America,1137
Chevrolet,Ireland,1249
Bentley,Poland,1353
Chevrolet,South Africa,1200
Mercury,America,1253
Lincoln,Ireland,1201
Pontiac,Poland,1388
Porsche,South Africa,1007
Dodge,India,1211
Ford,Australia,1474
Nissan,Srilanka,1068
MINI,India,1042
Mercury,Australia,1014
Pontiac,Srilanka,1459
Chevrolet,India,1460
Toyota,Australia,1300
Ford,Srilanka,1018
MINI,India,1135
Daewoo,Australia,1364
Lincoln,Srilanka,1258
Mercedes-Benz,India,1008
Ford,Australia,1204
BMW,Srilanka,1322
Dodge,India,1312
Chevrolet,Australia,1377
Cadillac,Srilanka,1325
Buick,India,1331
Pontiac,Australia,1414
Pontiac,Srilanka,1194
Toyota,India,1422
Subaru,South Africa,1238
Chevrolet,America,1275
Buick,Ireland,1168
Mercury,Poland,1295
GMC,South Africa,1261
Lincoln,America,1472
Chevrolet,Ireland,1138
Saab,Poland,1181
Infiniti,South Africa,1411
Ford,America,1303
Mercury,Ireland,1312
Acura,Poland,1234
Scion,South Africa,1444
Cadillac,America,1423
Volkswagen,Ireland,1355
BMW,Poland,1466
Hyundai,South Africa,1029
Corbin,America,1475
Audi,Ireland,1120
Mercury,Poland,1147
Hyundai,South Africa,1371
Toyota,America,1047
Subaru,Ireland,1274
Chevrolet,Poland,1352
Ford,South Africa,1409
Chevrolet,America,1420
Chevrolet,Ireland,1336
Dodge,Poland,1064
Nissan,South Africa,1297
Honda,America,1454
Chevrolet,Ireland,1274
Chevrolet,Poland,1114
Toyota,South Africa,1228
Maybach,America,1145
Subaru,Ireland,1479
Hyundai,Poland,1214
Jeep,South Africa,1461
Saturn,America,1040
Buick,Ireland,1132
Geo,Poland,1094
Ford,South Africa,1198
Lincoln,America,1378
Chrysler,Ireland,1466
Pontiac,Poland,1120
Toyota,South Africa,1419
Land Rover,America,1374
Volkswagen,Ireland,1436
BMW,Poland,1022
Pontiac,South Africa,1265
Buick,India,1340
Mercedes-Benz,Australia,1400
Volvo,Srilanka,1484
Chevrolet,India,1316
Isuzu,Australia,1368
Jeep,Srilanka,1039
Lincoln,India,1073
Lincoln,Australia,1495
Honda,Srilanka,1068
Mitsubishi,India,1414
Saturn,Australia,1452
Infiniti,Srilanka,1302
Ford,India,1477
Honda,Australia,1358
Chevrolet,Srilanka,1162
Oldsmobile,India,1296
Dodge,Australia,1095
Lexus,Srilanka,1050
Land Rover,India,1444
Merkur,Australia,1256
Lotus,Srilanka,1477
Mercury,India,1243
Kia,South Africa,1474
Dodge,America,1461
Toyota,Ireland,1068
Dodge,Poland,1117
Lincoln,South Africa,1269
Ford,America,1346
Ford,Ireland,1247
Chevrolet,Poland,1355
Ford,South Africa,1160
Chrysler,America,1498
Acura,Ireland,1395
Plymouth,Poland,1327
Mercedes-Benz,South Africa,1398
Volkswagen,America,1344
Lexus,Ireland,1436
Mazda,Poland,1466
Dodge,South Africa,1499
Nissan,America,1472
Volvo,Ireland,1469
Pontiac,Poland,1490
Mazda,South Africa,1138
Lexus,America,1491
BMW,Ireland,1463
Ford,Poland,1004
Pontiac,South Africa,1285
Honda,America,1330
Ford,Ireland,1354
Mitsubishi,Poland,1463
Audi,South Africa,1123
Honda,America,1395
Volvo,Ireland,1377
Audi,Poland,1292
Chevrolet,South Africa,1262
Scion,America,1243
Dodge,Ireland,1490
Mitsubishi,Poland,1040
Chevrolet,South Africa,1396
Buick,America,1452
Mercury,Ireland,1251
Jeep,Poland,1016
Mercedes-Benz,South Africa,1280
Pontiac,America,1374
Aston Martin,Ireland,1494
Dodge,Poland,1300
Volkswagen,South Africa,1270
Studebaker,America,1146
Ford,Ireland,1000
Toyota,Poland,1203
GMC,South Africa,1406
Hyundai,India,1055
Ford,Australia,1419
Toyota,Srilanka,1086
Chevrolet,India,1196
Mitsubishi,Australia,1223
Mitsubishi,Srilanka,1451
Ford,India,1221
GMC,Australia,1317
Maserati,Srilanka,1079
Lexus,India,1265
Buick,Australia,1416
Mercury,Srilanka,1145
Mercury,India,1179
Volkswagen,Australia,1365
Maserati,Srilanka,1268
Nissan,India,1050
Ford,Australia,1240
GMC,Srilanka,1320
Subaru,India,1198
Audi,Australia,1321
Plymouth,Srilanka,1107
Mitsubishi,India,1365
Alfa Romeo,South Africa,1151
Pontiac,America,1088
Jaguar,Ireland,1422
Ford,Poland,1146
Chevrolet,South Africa,1154
Acura,America,1101
Lamborghini,Ireland,1333
Ford,Poland,1306
Ford,South Africa,1318
Chrysler,America,1317
Plymouth,Ireland,1194
Volvo,Poland,1388
Volkswagen,South Africa,1382
Audi,America,1159
Audi,Ireland,1114
Toyota,Poland,1474
Mitsubishi,South Africa,1305
Lincoln,America,1124
Dodge,Ireland,1130
Pontiac,Poland,1432
Chevrolet,South Africa,1137
Mitsubishi,America,1311
Ford,Ireland,1189
Chevrolet,Poland,1223
Toyota,South Africa,1199
Volkswagen,America,1371
Suzuki,Ireland,1150
Pontiac,Poland,1195
Chevrolet,South Africa,1049
Chevrolet,America,1341
Ford,Ireland,1431
Mercury,Poland,1113
Mercedes-Benz,South Africa,1114
Nissan,America,1433
Subaru,Ireland,1347
Saab,Poland,1139
Ford,South Africa,1221
Scion,America,1335
Chrysler,Ireland,1439
Mercedes-Benz,Poland,1051
Toyota,South Africa,1226
Ford,America,1007
Jaguar,Ireland,1436
Toyota,Poland,1231
Mercury,South Africa,1247
Oldsmobile,America,1213
Saturn,Ireland,1103
Chevrolet,Poland,1406
Mercedes-Benz,South Africa,1207
Chevrolet,India,1384
Toyota,Australia,1382
Mercedes-Benz,Srilanka,1091
Volvo,India,1077
Honda,Australia,1362
Toyota,Srilanka,1076
Honda,India,1166
Mazda,Australia,1170
Hyundai,Srilanka,1275
Ford,India,1482
Ford,Australia,1146
Land Rover,Srilanka,1407
Eagle,India,1307
Mercury,Australia,1093
Volkswagen,Srilanka,1456
Toyota,India,1129
Dodge,Australia,1080
Saab,Srilanka,1250
Chevrolet,India,1081
Toyota,Australia,1466
Jaguar,Srilanka,1266
Chevrolet,India,1143
Audi,South Africa,1030
Rolls-Royce,America,1278
Toyota,Ireland,1056
Geo,Poland,1477
Buick,South Africa,1010
Ford,America,1486
Ford,Ireland,1175
Lincoln,Poland,1197
Pontiac,South Africa,1276
Kia,America,1122
Volkswagen,Ireland,1379
Infiniti,Poland,1122
BMW,South Africa,1203
Aston Martin,America,1454
Dodge,Ireland,1273
Chevrolet,Poland,1159
Suzuki,South Africa,1136
Aston Martin,America,1485
Dodge,Ireland,1274
Volvo,Poland,1332
Buick,South Africa,1054
Honda,America,1251
GMC,Ireland,1150
Mitsubishi,Poland,1014
Dodge,South Africa,1266
Ford,America,1344
Saab,Ireland,1125
Nissan,Poland,1340
Kia,South Africa,1063
Honda,America,1257
Nissan,Ireland,1131
Acura,Poland,1443
Subaru,South Africa,1495
Kia,America,1425
Dodge,Ireland,1008
Lexus,Poland,1428
Toyota,South Africa,1213
Ford,America,1174
Toyota,Ireland,1289
Pontiac,Poland,1140
Chevrolet,South Africa,1270
Dodge,America,1381
Audi,Ireland,1089
Volkswagen,Poland,1151
Chevrolet,South Africa,1127
Buick,America,1089
Mercedes-Benz,Ireland,1030
Volkswagen,Poland,1473
Land Rover,South Africa,1228
Mazda,India,1269
Mercedes-Benz,Australia,1291
Nissan,Srilanka,1119
Toyota,India,1147
BMW,Australia,1401
Mercedes-Benz,Srilanka,1155
Isuzu,India,1426
GMC,Australia,1038
Pontiac,Srilanka,1254
Buick,India,1432
Acura,Australia,1338
GMC,Srilanka,1343
Lexus,India,1484
Chrysler,Australia,1329
Dodge,Srilanka,1183
MINI,India,1325
Pontiac,Australia,1232
Ford,Srilanka,1106
Lotus,India,1345
Chevrolet,Australia,1324
Volkswagen,Srilanka,1380
Ford,India,1004
Chevrolet,South Africa,1016
Plymouth,America,1234
Dodge,Ireland,1471
Chrysler,Poland,1300
Ford,South Africa,1002
Pontiac,America,1061
Suzuki,Ireland,1251
Mercedes-Benz,Poland,1253
Oldsmobile,South Africa,1361
Dodge,America,1301
Buick,Ireland,1464
Chevrolet,Poland,1261
Honda,South Africa,1334
Ford,America,1170
Ferrari,Ireland,1245
BMW,Poland,1102
Ford,South Africa,1114
Mitsubishi,America,1313
Nissan,Ireland,1334
Infiniti,Poland,1362
Mazda,South Africa,1403
GMC,America,1082
Dodge,Ireland,1052
Nissan,Poland,1233
Chevrolet,South Africa,1254
GMC,America,1294
Pontiac,Ireland,1362
Pontiac,Poland,1443
Mercury,South Africa,1024
GMC,America,1473
Dodge,Ireland,1186
BMW,Poland,1435
Maserati,South Africa,1275
GMC,America,1103
Pontiac,Ireland,1121
Ford,Poland,1497
Toyota,South Africa,1424
Hyundai,America,1187
Mazda,Ireland,1338
Lincoln,Poland,1164
Chevrolet,South Africa,1271
Cadillac,America,1412
Volkswagen,Ireland,1461
Subaru,Poland,1384
Mazda,South Africa,1255
Chevrolet,America,1046
Mercedes-Benz,Ireland,1427
Volkswagen,Poland,1069
Mercury,South Africa,1267
Saab,India,1344
Suzuki,Australia,1459
Hyundai,Srilanka,1054
GMC,India,1178
Ford,Australia,1297
Maserati,Srilanka,1228
Nissan,India,1291
Mazda,Australia,1100
Kia,Srilanka,1034
Toyota,India,1429
Mercedes-Benz,Australia,1225
Mercury,Srilanka,1182
Volvo,India,1365
BMW,Australia,1243
Audi,Srilanka,1009
Infiniti,India,1239
Ford,Australia,1423
Mercedes-Benz,Srilanka,1443
Nissan,India,1334
Volkswagen,Australia,1203
Mitsubishi,Srilanka,1115
Dodge,India,1392
Land Rover,South Africa,1028
Mitsubishi,America,1213
Audi,Ireland,1497
Mitsubishi,Poland,1349
Lotus,South Africa,1144
Chevrolet,America,1158
Hyundai,Ireland,1192
Chevrolet,Poland,1371
BMW,South Africa,1082
Subaru,America,1062
Mitsubishi,Ireland,1373
Suzuki,Poland,1163
GMC,South Africa,1291
Ford,America,1063
Ford,Ireland,1164
Mitsubishi,Poland,1138
Jeep,South Africa,1141
Volvo,America,1057
GMC,Ireland,1149
Cadillac,Poland,1320
Lotus,South Africa,1061
Volvo,America,1078
Buick,Ireland,1421
Pontiac,Poland,1033
MINI,South Africa,1133
Ford,America,1479
Ford,Ireland,1137
Subaru,Poland,1230
Chevrolet,South Africa,1035
Mercedes-Benz,America,1458
Scion,Ireland,1244
GMC,Poland,1497
Dodge,South Africa,1431
Chevrolet,America,1134
Dodge,Ireland,1148
Dodge,Poland,1263
Ford,South Africa,1371
Maybach,America,1472
Ford,Ireland,1302
Volvo,Poland,1262
Suzuki,South Africa,1066
Suzuki,America,1392
Mercury,Ireland,1156
Jaguar,Poland,1242
Volkswagen,South Africa,1320
Mitsubishi,America,1284
Nissan,Ireland,1237
Nissan,Poland,1341
Pontiac,South Africa,1460
Honda,India,1329
Ford,Australia,1087
Jaguar,Srilanka,1161
Suzuki,India,1451
Ford,Australia,1244
Volkswagen,Srilanka,1380
GMC,India,1344
Hyundai,Australia,1473
Pontiac,Srilanka,1329
Ford,India,1272
Acura,Australia,1149
Ford,Srilanka,1134
Chrysler,India,1089
Honda,Australia,1004
Lincoln,Srilanka,1323
Dodge,India,1406
Ford,Australia,1262
Volkswagen,Srilanka,1252
Bentley,India,1170
Lamborghini,Australia,1191
Oldsmobile,Srilanka,1103
Chevrolet,India,1037
Lincoln,South Africa,1160
Mazda,America,1085
Lamborghini,Ireland,1047
Pontiac,Poland,1010
Mercury,South Africa,1031
Hyundai,America,1175
Chevrolet,Ireland,1415
Dodge,Poland,1443
Jaguar,South Africa,1255
Mitsubishi,America,1160
Lexus,Ireland,1465
Lincoln,Poland,1173
GMC,South Africa,1354
Mercury,America,1409
Maybach,Ireland,1275
Mercedes-Benz,Poland,1430
Honda,South Africa,1164
Pontiac,America,1184
Buick,Ireland,1235
Chevrolet,Poland,1160
